,Unnamed: 0,isim,Aciklama,Dil,Star,Fork,Lisans
1496,1496,metrosvg,Açıklama yok,C++,7,7,Apache-2.0
1497,1497,paramgmt,A parallel SSH-based remote machine management system,Python,80,31,Apache-2.0
1498,1498,pienoon,Multiplayer party game where you can throw pies at your friends.,C++,428,113,Lisans yok
1499,1499,translation-cards,Note: Future development of Translation Cards migrated to https://github.com/translation-cards,Java,15,6,Apache-2.0
1500,1500,topdown-btg-preordering,Top-Down BTG-based Preordering,C++,12,5,Apache-2.0
1501,1501,openpgp-interop,Simple declarative test cases to read OpenPGP keys and messages generated by a variety of implementations.,Dil yok,5,6,Lisans yok
1502,1502,appengine-codiad,Codiad(Cloud IDE) on Google App Engine,JavaScript,36,24,Apache-2.0
1503,1503,godata,Açıklama yok,Go,23,6,Apache-2.0
1504,1504,opentest4j,Open Test Alliance for the JVM,Java,3,30,Apache-2.0
1505,1505,identity-toolkit-php-client,Google Identity Toolkit client library for PHP,PHP,33,24,Apache-2.0
1506,1506,google-maven-parents,Automatically exported from code.google.com/p/google-maven-repository,Dil yok,2,5,Lisans yok
1507,1507,identity-toolkit-python-client,Google Identity Toolkit client library for Python,Python,26,21,Apache-2.0
1508,1508,Refaster,Açıklama yok,Java,52,12,Apache-2.0
1509,1509,strabo,Açıklama yok,Elixir,56,7,Apache-2.0
1510,1510,http2preload,"A Go package for manipulating HTTP/2 preload, supporting Google App Engine.",Go,18,4,Apache-2.0
1511,1511,checkers_classic,Açıklama yok,Python,3,7,Apache-2.0
1512,1512,climb-tracker,"Climbing tracker app for Android and Android Wear, using Firebase",Java,29,13,Apache-2.0
1513,1513,node-nest,Açıklama yok,JavaScript,2,6,Apache-2.0
1514,1514,intellij-cmdline-vcs-plugin,Açıklama yok,Java,2,4,Apache-2.0
1515,1515,git-appraise-eclipse,Distributed code review for Eclipse,Java,29,10,EPL-1.0
1516,1516,python-atfork,Açıklama yok,Python,13,14,Apache-2.0
1517,1517,docopt-scripts,Açıklama yok,Go,3,5,Apache-2.0
1518,1518,PS3ControllerAutoSleep,AppleScript turning off PS3 controller when Mac goes to sleep,AppleScript,4,7,Apache-2.0
1519,1519,zeroshell-linode,Script for Zeroshell installation on Linode (Xen),Shell,8,8,Apache-2.0
1520,1520,xpra-upstart,Upstart script for Xpra,Dil yok,2,6,Lisans yok
1521,1521,steamkeysactivator,Activates a bulk of Steam keys on Mac OS X,AppleScript,21,11,Apache-2.0
1522,1522,homebrew-xpra,Homebrew tap for Xpra,Ruby,7,10,Apache-2.0
1523,1523,shipshape-demo,Açıklama yok,Python,2,5,Apache-2.0
1524,1524,hashing-demo,Sample implementation of a proposed C++ hashing framework,C++,26,13,Apache-2.0
1525,1525,autopiper,Açıklama yok,C++,38,11,Apache-2.0
1526,1526,inception,Açıklama yok,Dil yok,846,171,Lisans yok
1527,1527,clang-lens,Açıklama yok,Haskell,17,4,Apache-2.0
1528,1528,crisis-info-hub,Açıklama yok,JavaScript,33,11,Apache-2.0
1529,1529,dart-immutables,Açıklama yok,Dart,2,4,Apache-2.0
1530,1530,streamhtmlparser,Automatically exported from code.google.com/p/streamhtmlparser,C,8,12,BSD-3-Clause
1531,1531,pods-helper,Açıklama yok,Objective-C,3,5,Apache-2.0
1532,1532,cluster-insight,Açıklama yok,Python,96,28,Apache-2.0
1533,1533,freebase-wikidata-converter,Açıklama yok,PHP,43,19,Apache-2.0
1534,1534,snappy-start,Tool for launching a Linux process from a snapshot,C,398,21,BSD-3-Clause
1535,1535,capsicum-man-pages,Man page updates for Capsicum on Linux,Groff,6,5,Lisans yok
1536,1536,rust-multihash,Açıklama yok,Rust,44,8,Apache-2.0
1537,1537,last-fm-dashboard,visualize last.fm scrobbles over time,JavaScript,11,10,Lisans yok
1538,1538,organ-donor-app,Açıklama yok,0,0,1,Lisans yok
1539,1539,trace-viewer,Açıklama yok,Dil yok,471,75,Lisans yok
1540,1540,rowhammer-test,Test DRAM for bit flips caused by the rowhammer problem,C++,776,169,Apache-2.0
1541,1541,ferret,Açıklama yok,Java,5,10,Apache-2.0
1542,1542,module-server,module-server,JavaScript,573,49,Apache-2.0
1543,1543,autoparse,A dynamically generated parsing system using JSON Schema.,Ruby,139,35,Apache-2.0
1544,1544,android-studio-check,Açıklama yok,Java,11,8,Lisans yok
1545,1545,chromeos-filesystems,Additional file system providers for Chrome OS,JavaScript,117,31,BSD-3-Clause
1546,1546,googlecrisismap,"Create, publish, and share maps by combining layers from anywhere on the web.",JavaScript,33,23,Apache-2.0
1547,1547,gojiraw,GO JIffy-fast RAW-draw,Go,12,6,Apache-2.0
1548,1548,terminal-py,Automatically exported from code.google.com/p/terminal-py,Python,7,7,Apache-2.0
1549,1549,lmctfy,"lmctfy is the open source version of Google’s container stack, which provides Linux application containers.",C++,"3,265",234,Lisans yok
1550,1550,dart-shapeshift,Açıklama yok,Dart,10,11,Apache-2.0
1551,1551,calenviroscreen,Açıklama yok,R,5,5,Apache-2.0
1552,1552,cncmicroscope-code,Açıklama yok,C++,12,8,Apache-2.0
1553,1553,o3dtoydefense,Automatically exported from code.google.com/p/o3dtoydefense,JavaScript,5,4,Lisans yok
1554,1554,epr,Açıklama yok,JavaScript,12,6,Apache-2.0
1555,1555,codename-mvsv,Automatically exported from code.google.com/p/codename-mvsv,JavaScript,4,5,Lisans yok
1556,1556,io-captions-gadget,Automatically exported from code.google.com/p/io-captions-gadget,Python,2,6,Lisans yok
1557,1557,ytstatistics-demo,Automatically exported from code.google.com/p/ytstatistics-demo,Java,4,8,Lisans yok
1558,1558,java-sourcetools,Automatically exported from code.google.com/p/java-sourcetools,Java,4,11,Lisans yok
1559,1559,web_notifications.dart,Açıklama yok,Dart,10,7,BSD-3-Clause
1560,1560,sensei,Logistic regression engine for medium-sized data,C++,49,15,Apache-2.0
1561,1561,comid,CodeMirror in Dart,Dart,11,12,MIT
1562,1562,service_worker.dart,An implementation of service workers in Dart,Dart,8,6,BSD-3-Clause
1563,1563,infact,Provides a lightweight interpreter and factory for dynamically creating C++ objects at runtime.,C++,60,21,BSD-3-Clause
1564,1564,google-visualization-issues,Açıklama yok,Dil yok,255,26,Lisans yok
1565,1565,dart-doc_coverage,Açıklama yok,Dart,4,6,Apache-2.0
1566,1566,voter-info-tool,Automatically exported from code.google.com/p/voter-info-tool,JavaScript,6,6,Apache-2.0
1567,1567,angular_node_bind.dart,Utilities to allow Angular templates to use Node.bind(),Dart,22,15,Lisans yok
1568,1568,chrome-language-immersion,Experience a new language while you browse the web.,JavaScript,32,21,Apache-2.0
1569,1569,app-resource-bundle,Açıklama yok,JavaScript,43,12,Apache-2.0
1570,1570,coursebuilder_xblock_module,Açıklama yok,Python,14,10,Apache-2.0
1571,1571,py-html-contextual-escaping,Automatically exported from code.google.com/p/py-html-contextual-escaping,Python,2,4,Lisans yok
1572,1572,json-sans-eval,Automatically exported from code.google.com/p/json-sans-eval,HTML,5,6,Lisans yok
1573,1573,mysql-tools,Açıklama yok,Python,172,74,Apache-2.0
1574,1574,refr,A framework for building reranking models.,C++,21,10,BSD-3-Clause
1575,1575,gwteventbinder,Making GWT EventBus easy,Java,142,29,Apache-2.0
1576,1576,coursebuilder-hello-world-module,Açıklama yok,Python,5,6,Apache-2.0
1577,1577,dart-emacs-plugin-unsupported,Unsupported,Emacs Lisp,6,6,BSD-3-Clause
1578,1578,older-mirrored-patches,Google's older mirrored patches and tarballs that used to live at http://code.google.com/opensource/patches.html,Dil yok,1,5,Lisans yok
1579,1579,tritious,Açıklama yok,JavaScript,2,5,Apache-2.0
1580,1580,objectfilter,Automatically exported from code.google.com/p/objectfilter,Python,2,6,Apache-2.0
1581,1581,retrofit,"Type-safe REST client for Android and Java by Square, Inc.",Java,42,"6,419",Apache-2.0
1582,1582,traceout,Açıklama yok,Go,14,8,Apache-2.0
1583,1583,nfc-smart-tag,Automatically exported from code.google.com/p/nfc-smart-tag,Java,10,7,Apache-2.0
1584,1584,irrduino,Irrduino is an Arduino-based irrigation control system.,Processing,43,17,Apache-2.0
1585,1585,reportlatency,Automatically exported from code.google.com/p/reportlatency,Perl,3,4,Apache-2.0
1586,1586,securemessage,Açıklama yok,C++,59,25,Lisans yok
1587,1587,gmailsnooze,Açıklama yok,JavaScript,13,8,Apache-2.0
1588,1588,deliberate,Açıklama yok,0,0,1,Lisans yok
1589,1589,network-visualizer-x,Açıklama yok,0,0,3,Lisans yok
1590,1590,reboot-somalia,Açıklama yok,0,0,1,Lisans yok
1591,1591,citizen-x,Açıklama yok,0,0,2,Lisans yok
1592,1592,pytypedecl,Açıklama yok,Python,63,12,Lisans yok
1593,1593,rysim,RySim is a set of implementations of a simple SEIR simulation system,Erlang,2,8,Apache-2.0
1594,1594,jsontoken-tmp,Açıklama yok,0,0,1,Lisans yok
1595,1595,go-shlex,Açıklama yok,0,0,3,Lisans yok
1596,1596,zarathustra,Açıklama yok,Java,13,9,Apache-2.0
1597,1597,pull-request-mailer,Sends a GitHub pull request as a patch series via email,Haskell,31,11,BSD-3-Clause
1598,1598,elfling,Açıklama yok,C++,21,12,Apache-2.0
1599,1599,i18n_sanitycheck,Açıklama yok,Java,9,7,Apache-2.0
1600,1600,vim-ft-vroom,Açıklama yok,Vim script,9,9,Apache-2.0
1601,1601,picview-for-android,Açıklama yok,Java,49,31,Apache-2.0
1602,1602,picasa-app-demo,Açıklama yok,Java,7,9,Lisans yok
1603,1603,web-starter-kit-extras,Optional additions to Web Starter Kit,Dil yok,75,25,Lisans yok
1604,1604,simple-pedometer,Açıklama yok,Java,60,50,Apache-2.0
1605,1605,sensor-data-collection-library,Açıklama yok,Java,40,19,Apache-2.0
1606,1606,ashier,Automating Terminal Interactions with Templates,Python,22,8,Apache-2.0
1607,1607,coursebuilder-lti-module,Açıklama yok,Python,11,6,Apache-2.0
1608,1608,episodes.dart,A framework for timing performance of web apps.,Dart,12,22,BSD-3-Clause
1609,1609,polymer-dart-log-controller,"A small polymer element which lets you control the global logging configuration, and can optionally log all statements to the console.",Dart,6,11,Lisans yok
1610,1610,ebola-tools,Açıklama yok,Python,13,9,Apache-2.0
1611,1611,pubsubhubbub,Açıklama yok,0,0,3,Lisans yok
1612,1612,dart-tagtree,A React-like UI framework in Dart,Dart,73,11,Apache-2.0
1613,1613,py-ast-utils,Açıklama yok,Python,14,7,Apache-2.0
1614,1614,turing-doodle,Açıklama yok,JavaScript,127,63,Apache-2.0
1615,1615,linear-book-scanner,Açıklama yok,Python,45,27,Apache-2.0
1616,1616,java-thread-sanitizer,Açıklama yok,Java,56,29,Apache-2.0
1617,1617,gin,Açıklama yok,0,0,2,Lisans yok
1618,1618,go-glicko2,Açıklama yok,0,0,3,Lisans yok
1619,1619,rct-automation,Radio automation software (not an official google product),C++,17,11,Apache-2.0
1620,1620,Idris-dev,A Dependently Typed Functional Programming Language,Haskell,4,659,Lisans yok
1621,1621,forcefield,Keep email out of your inbox when you're not at work.,Gosu,43,12,Apache-2.0
1622,1622,dart-gif-encoder,Açıklama yok,Dart,16,14,Apache-2.0
1623,1623,glassbox,Açıklama yok,R,16,12,Apache-2.0
1624,1624,coursebuilder-learning-analytics,Açıklama yok,0,0,2,Lisans yok
1625,1625,NLSdata,Açıklama yok,R,6,9,Apache-2.0
1626,1626,jenkins-flaky-test-report,Açıklama yok,0,0,3,Lisans yok
1627,1627,build-debian-cloud,Script to create Debian Squeeze & Wheezy Amazon Machine Images (AMIs) and Google Compute Engine images,Python,32,126,Lisans yok
1628,1628,dart-collab,An operational transform library for Dart,Dart,31,21,Apache-2.0
1629,1629,wheelbarrow,Açıklama yok,Python,10,9,Lisans yok
1630,1630,ct-hackday-schwag,"May 7th, 2014 Certificate Transparency Hack Day",Go,8,6,Apache-2.0
1631,1631,photo-sphere,Açıklama yok,0,0,1,Lisans yok
1632,1632,oss-bench,Açıklama yok,Dil yok,4,6,Lisans yok
1633,1633,heartbleed-burp-extension,Açıklama yok,Java,15,8,Apache-2.0
1634,1634,lab_device_proxy,Executes adb and idevice commands on a remote host.,Python,26,9,Lisans yok
1635,1635,gdal-autotest2,Açıklama yok,0,0,1,Lisans yok
1636,1636,patchfield,Audio infrastructure for Android,Java,272,37,Apache-2.0
1637,1637,googleapps-password-generator,Açıklama yok,Dil yok,22,26,Lisans yok
1638,1638,YouCompleteSubl,Açıklama yok,0,0,2,Lisans yok
1639,1639,favcolor-findidp,Açıklama yok,Dil yok,2,7,Lisans yok
1640,1640,appengine_xblock_runtime,Açıklama yok,Python,16,13,Apache-2.0
1641,1641,memcache-collections,"Concurrent, distributed data structures on top of memcache",Python,62,26,Apache-2.0
1642,1642,course-builder,Açıklama yok,0,0,2,Lisans yok
1643,1643,favcolor-android,Açıklama yok,Java,37,19,Lisans yok
1644,1644,favcolor-server,Açıklama yok,Ruby,4,7,Lisans yok
1645,1645,systemjs,A minimal System loader,JavaScript,61,17,MIT
1646,1646,favcolor-ios,Açıklama yok,0,0,2,Lisans yok
1647,1647,pixelcycle-sample-app,Açıklama yok,Dart,8,10,Apache-2.0
1648,1648,open-gantry,Açıklama yok,CSS,7,11,Lisans yok
1649,1649,container-rfc,An RFC for a standard container format,Dil yok,10,19,Lisans yok
1650,1650,gae-channel-api.dart,App Engine Channel API for Dart,Dart,8,10,Apache-2.0
1651,1651,ChannelPlate,JavaScript library for postMessage over MessageChannel,JavaScript,16,10,Lisans yok
1652,1652,testRunner,testRunner,JavaScript,7,9,Lisans yok
1653,1653,devtoolsExtended,devtoolsExtended: Extended Chrome Devtools in a Chrome Extension,JavaScript,61,23,Lisans yok
1654,1654,self-hosted-rss-to-email,Açıklama yok,Go,25,13,Apache-2.0
1655,1655,zimu,Açıklama yok,C,4,8,Apache-2.0
1656,1656,tsviewdb,High-performance storage and graphing web service for time-series of time-series.,JavaScript,118,25,Apache-2.0
1657,1657,beta-binomial-fitting,Açıklama yok,0,1,3,Lisans yok
1658,1658,wiberg-minimization,Açıklama yok,Dil yok,16,12,Lisans yok
1659,1659,crx2app,Açıklama yok,JavaScript,17,12,Lisans yok
1660,1660,concatenate.js,Açıklama yok,JavaScript,93,23,Apache-2.0
1661,1661,firmata.py,Açıklama yok,Python,15,15,Apache-2.0
1662,1662,sirius,sirius,0,1,4,Lisans yok
1663,1663,embed-dart-vm,Açıklama yok,C++,67,22,Lisans yok
1664,1664,CSP-Validator,CSP-Validator,Python,19,13,Lisans yok
1665,1665,gitkit-ruby,Açıklama yok,0,2,9,Lisans yok
